Domain Code,Domain,Area,Element,Item,Year,Unit,Value
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2011,kilotonnes,6.9895
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2012,kilotonnes,6.9678
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2013,kilotonnes,4.9877
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2014,kilotonnes,1.7282
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2015,kilotonnes,1.614
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2016,kilotonnes,1.6512
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2017,kilotonnes,1.2801
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2018,kilotonnes,0.9612
GN,Energy Use,Pakistan,Emissions (CO2),Motor Gasoline,2019,kilotonnes,0.8078
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1970,kilotonnes,0.023
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1971,kilotonnes,0.024
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1972,kilotonnes,0.0195
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1973,kilotonnes,0.0227
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1974,kilotonnes,0.0266
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1975,kilotonnes,0.0297
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1976,kilotonnes,0.0337
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1977,kilotonnes,0.0347
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1978,kilotonnes,0.0367
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1979,kilotonnes,0.0387
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1980,kilotonnes,0.0426
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1981,kilotonnes,0.048
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1982,kilotonnes,0.0508
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1983,kilotonnes,0.052
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1984,kilotonnes,0.0503
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1985,kilotonnes,0.0524
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1986,kilotonnes,0.0542
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1987,kilotonnes,0.055
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1988,kilotonnes,0.0521
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1989,kilotonnes,0.062
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1990,kilotonnes,0.0577
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1991,kilotonnes,0.0526
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1992,kilotonnes,0.0407
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1993,kilotonnes,0.0379
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1994,kilotonnes,0.0364
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1995,kilotonnes,0.0339
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1996,kilotonnes,0.03
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1997,kilotonnes,0.0264
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1998,kilotonnes,0.0274
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),1999,kilotonnes,0.0277
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2000,kilotonnes,0.0291
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2001,kilotonnes,0.0305
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2002,kilotonnes,0.0342
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2003,kilotonnes,0.0378
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2004,kilotonnes,0.0404
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2005,kilotonnes,0.0437
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2006,kilotonnes,0.0486
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2007,kilotonnes,0.0554
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2008,kilotonnes,0.0492
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2009,kilotonnes,0.045
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2010,kilotonnes,0.0395
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2011,kilotonnes,0.0334
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2012,kilotonnes,0.0248
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2013,kilotonnes,0.0255
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2014,kilotonnes,0.0312
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2015,kilotonnes,0.0349
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2016,kilotonnes,0.045
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2017,kilotonnes,0.0483
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2018,kilotonnes,0.0535
GN,Energy Use,Pakistan,Emissions (CH4),Natural gas (including LNG),2019,kilotonnes,0.0579
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1970,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1971,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1972,kilotonnes,0.0004
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1973,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1974,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1975,kilotonnes,0.0006
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1976,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1977,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1978,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1979,kilotonnes,0.0008
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1980,kilotonnes,0.0009
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1981,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1982,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1983,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1984,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1985,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1986,kilotonnes,0.0011
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1987,kilotonnes,0.0011
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1988,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1989,kilotonnes,0.0012
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1990,kilotonnes,0.0012
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1991,kilotonnes,0.0011
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1992,kilotonnes,0.0008
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1993,kilotonnes,0.0008
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1994,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1995,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1996,kilotonnes,0.0006
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1997,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1998,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),1999,kilotonnes,0.0006
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2000,kilotonnes,0.0006
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2001,kilotonnes,0.0006
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2002,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2003,kilotonnes,0.0008
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2004,kilotonnes,0.0008
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2005,kilotonnes,0.0009
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2006,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2007,kilotonnes,0.0011
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2008,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2009,kilotonnes,0.0009
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2010,kilotonnes,0.0008
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2011,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2012,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2013,kilotonnes,0.0005
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2014,kilotonnes,0.0006
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2015,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2016,kilotonnes,0.0009
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2017,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2018,kilotonnes,0.0011
GN,Energy Use,Pakistan,Emissions (N2O),Natural gas (including LNG),2019,kilotonnes,0.0012
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1970,kilotonnes,258.2194
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1971,kilotonnes,269.5459
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1972,kilotonnes,218.9255
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1973,kilotonnes,254.4317
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1974,kilotonnes,297.9215
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1975,kilotonnes,333.2719
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1976,kilotonnes,377.6054
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1977,kilotonnes,389.4959
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1978,kilotonnes,411.6856
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1979,kilotonnes,434.1779
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1980,kilotonnes,477.443
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1981,kilotonnes,538.1654
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1982,kilotonnes,570.1912
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1983,kilotonnes,583.0355
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1984,kilotonnes,564.1703
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1985,kilotonnes,588.1576
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1986,kilotonnes,608.1829
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1987,kilotonnes,616.6295
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1988,kilotonnes,584.9939
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1989,kilotonnes,696.1375
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1990,kilotonnes,647.3225
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1991,kilotonnes,590.6123
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1992,kilotonnes,456.7032
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1993,kilotonnes,425.6026
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1994,kilotonnes,408.4547
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1995,kilotonnes,380.4507
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1996,kilotonnes,336.4348
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1997,kilotonnes,295.9924
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1998,kilotonnes,307.6118
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),1999,kilotonnes,311.1165
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2000,kilotonnes,327.0071
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2001,kilotonnes,342.1467
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2002,kilotonnes,383.9679
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2003,kilotonnes,423.6123
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2004,kilotonnes,453.7703
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2005,kilotonnes,490.3032
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2006,kilotonnes,545.4142
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2007,kilotonnes,621.922
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2008,kilotonnes,552.4441
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2009,kilotonnes,505.0541
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2010,kilotonnes,443.6687
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2011,kilotonnes,374.9805
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2012,kilotonnes,277.7617
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2013,kilotonnes,285.8148
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2014,kilotonnes,349.9807
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2015,kilotonnes,391.6779
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2016,kilotonnes,504.7591
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2017,kilotonnes,541.6107
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2018,kilotonnes,600.1252
GN,Energy Use,Pakistan,Emissions (CO2),Natural gas (including LNG),2019,kilotonnes,650.1541
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1971,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1972,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1973,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1974,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1975,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1976,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1977,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1978,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1979,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1980,kilotonnes,0.0003
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1981,kilotonnes,0.0007
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1982,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1983,kilotonnes,0.001
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1984,kilotonnes,0.0015
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1985,kilotonnes,0.0016
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1986,kilotonnes,0.0015
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1987,kilotonnes,0.0022
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1988,kilotonnes,0.0029
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1989,kilotonnes,0.0029
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1990,kilotonnes,0.0028
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1991,kilotonnes,0.0033
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1992,kilotonnes,0.0029
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1993,kilotonnes,0.0029
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1994,kilotonnes,0.0028
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1995,kilotonnes,0.0038
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1996,kilotonnes,0.0045
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1997,kilotonnes,0.0041
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1998,kilotonnes,0.0045
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),1999,kilotonnes,0.0048
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2000,kilotonnes,0.0053
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2001,kilotonnes,0.007
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2002,kilotonnes,0.0072
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2003,kilotonnes,0.0078
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2004,kilotonnes,0.0092
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2005,kilotonnes,0.0128
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2006,kilotonnes,0.0135
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2007,kilotonnes,0.0127
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2008,kilotonnes,0.0117
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2009,kilotonnes,0.0116
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2010,kilotonnes,0.0103
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2011,kilotonnes,0.0101
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2012,kilotonnes,0.0115
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2013,kilotonnes,0.0105
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2014,kilotonnes,0.011
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2015,kilotonnes,0.0126
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2016,kilotonnes,0.0078
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2017,kilotonnes,0.0021
GN,Energy Use,Pakistan,Emissions (CH4),Liquefied petroleum gas (LPG),2018,kilotonnes,0.0018
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1971,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1972,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1973,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1974,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1975,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1976,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1977,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1978,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1979,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1980,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1981,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1982,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1983,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1984,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1985,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1986,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1987,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1988,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1989,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1990,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1991,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1992,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1993,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1994,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1995,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1996,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1997,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1998,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),1999,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2000,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2001,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2002,kilotonnes,0.0001
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2003,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2004,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2005,kilotonnes,0.0003
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2006,kilotonnes,0.0003
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2007,kilotonnes,0.0003
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2008,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2009,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2010,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2011,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2012,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2013,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2014,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2015,kilotonnes,0.0003
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2016,kilotonnes,0.0002
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2017,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (N2O),Liquefied petroleum gas (LPG),2018,kilotonnes,0
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1971,kilotonnes,0.8399
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1972,kilotonnes,1.1199
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1973,kilotonnes,1.3998
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1974,kilotonnes,1.6798
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1975,kilotonnes,1.6798
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1976,kilotonnes,2.5197
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1977,kilotonnes,2.7996
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1978,kilotonnes,3.0796
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1979,kilotonnes,3.0796
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1980,kilotonnes,3.3596
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1981,kilotonnes,8.9589
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1982,kilotonnes,12.8784
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1983,kilotonnes,12.8784
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1984,kilotonnes,18.7576
GN,Energy Use,Pakistan,Emissions (CO2),Liquefied petroleum gas (LPG),1985,kilotonnes,19.5975
